序号,类别,名称,控件ID,行,列,x_mm,y_mm,形状,半径_mm,宽度_mm,高度_mm,备注
860,界面控件,A液_Z-End针尖最大下降深度,svg-liquid-a-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
861,界面控件,A液_Z-Dispens吸液/排液高度,svg-liquid-a-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
862,界面控件,A液_通道移液面板,svg-liquid-a-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
863,界面控件,A液_移液孔位,svg-liquid-a-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
864,界面控件,A液_移液液量,svg-liquid-a-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
865,界面控件,A液_控制针,svg-liquid-a-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
866,界面控件,B液_孔位Z参数面板,svg-liquid-b-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
867,界面控件,B液_液体类型,svg-liquid-b-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
868,界面控件,B液_Z-Travel安全移动高度,svg-liquid-b-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
869,界面控件,B液_Z-Start探液高度,svg-liquid-b-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
870,界面控件,B液_Z-End针尖最大下降深度,svg-liquid-b-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
871,界面控件,B液_Z-Dispens吸液/排液高度,svg-liquid-b-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
872,界面控件,B液_通道移液面板,svg-liquid-b-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
873,界面控件,B液_移液孔位,svg-liquid-b-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
874,界面控件,B液_移液液量,svg-liquid-b-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
875,界面控件,B液_控制针,svg-liquid-b-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
876,界面控件,R11_条码ROI面板,svg-slide-r11-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
877,界面控件,R11_ROI Left,svg-slide-r11-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
878,界面控件,R11_ROI Top,svg-slide-r11-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
879,界面控件,R11_ROI Width,svg-slide-r11-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
880,界面控件,R11_ROI Height,svg-slide-r11-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
881,界面控件,R11_孔位Z参数面板,svg-slide-r11-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
882,界面控件,R11_液体类型,svg-slide-r11-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
883,界面控件,R11_Z-Travel安全移动高度,svg-slide-r11-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
884,界面控件,R11_Z-Start探液高度,svg-slide-r11-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
885,界面控件,R11_Z-End针尖最大下降深度,svg-slide-r11-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
886,界面控件,R11_Z-Dispens吸液/排液高度,svg-slide-r11-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
887,界面控件,R11_通道移液面板,svg-slide-r11-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
888,界面控件,R11_移液孔位,svg-slide-r11-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
889,界面控件,R11_移液液量,svg-slide-r11-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
890,界面控件,R11_控制针,svg-slide-r11-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
891,界面控件,R12_条码ROI面板,svg-slide-r12-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
892,界面控件,R12_ROI Left,svg-slide-r12-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
893,界面控件,R12_ROI Top,svg-slide-r12-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
894,界面控件,R12_ROI Width,svg-slide-r12-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
895,界面控件,R12_ROI Height,svg-slide-r12-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
896,界面控件,R12_孔位Z参数面板,svg-slide-r12-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
897,界面控件,R12_液体类型,svg-slide-r12-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
898,界面控件,R12_Z-Travel安全移动高度,svg-slide-r12-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
899,界面控件,R12_Z-Start探液高度,svg-slide-r12-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
900,界面控件,R12_Z-End针尖最大下降深度,svg-slide-r12-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
901,界面控件,R12_Z-Dispens吸液/排液高度,svg-slide-r12-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
902,界面控件,R12_通道移液面板,svg-slide-r12-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
903,界面控件,R12_移液孔位,svg-slide-r12-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
904,界面控件,R12_移液液量,svg-slide-r12-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
905,界面控件,R12_控制针,svg-slide-r12-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
906,界面控件,R13_条码ROI面板,svg-slide-r13-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
907,界面控件,R13_ROI Left,svg-slide-r13-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
908,界面控件,R13_ROI Top,svg-slide-r13-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
909,界面控件,R13_ROI Width,svg-slide-r13-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
910,界面控件,R13_ROI Height,svg-slide-r13-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
911,界面控件,R13_孔位Z参数面板,svg-slide-r13-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
912,界面控件,R13_液体类型,svg-slide-r13-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
913,界面控件,R13_Z-Travel安全移动高度,svg-slide-r13-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
914,界面控件,R13_Z-Start探液高度,svg-slide-r13-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
915,界面控件,R13_Z-End针尖最大下降深度,svg-slide-r13-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
916,界面控件,R13_Z-Dispens吸液/排液高度,svg-slide-r13-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
917,界面控件,R13_通道移液面板,svg-slide-r13-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
918,界面控件,R13_移液孔位,svg-slide-r13-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
919,界面控件,R13_移液液量,svg-slide-r13-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
920,界面控件,R13_控制针,svg-slide-r13-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
921,界面控件,R14_条码ROI面板,svg-slide-r14-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
922,界面控件,R14_ROI Left,svg-slide-r14-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
923,界面控件,R14_ROI Top,svg-slide-r14-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
924,界面控件,R14_ROI Width,svg-slide-r14-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
925,界面控件,R14_ROI Height,svg-slide-r14-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
926,界面控件,R14_孔位Z参数面板,svg-slide-r14-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
927,界面控件,R14_液体类型,svg-slide-r14-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
928,界面控件,R14_Z-Travel安全移动高度,svg-slide-r14-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
929,界面控件,R14_Z-Start探液高度,svg-slide-r14-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
930,界面控件,R14_Z-End针尖最大下降深度,svg-slide-r14-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
931,界面控件,R14_Z-Dispens吸液/排液高度,svg-slide-r14-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
932,界面控件,R14_通道移液面板,svg-slide-r14-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
933,界面控件,R14_移液孔位,svg-slide-r14-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
934,界面控件,R14_移液液量,svg-slide-r14-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
935,界面控件,R14_控制针,svg-slide-r14-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
936,界面控件,R21_条码ROI面板,svg-slide-r21-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
937,界面控件,R21_ROI Left,svg-slide-r21-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
938,界面控件,R21_ROI Top,svg-slide-r21-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
939,界面控件,R21_ROI Width,svg-slide-r21-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
940,界面控件,R21_ROI Height,svg-slide-r21-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
941,界面控件,R21_孔位Z参数面板,svg-slide-r21-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
942,界面控件,R21_液体类型,svg-slide-r21-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
943,界面控件,R21_Z-Travel安全移动高度,svg-slide-r21-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
944,界面控件,R21_Z-Start探液高度,svg-slide-r21-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
945,界面控件,R21_Z-End针尖最大下降深度,svg-slide-r21-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
946,界面控件,R21_Z-Dispens吸液/排液高度,svg-slide-r21-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
947,界面控件,R21_通道移液面板,svg-slide-r21-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
948,界面控件,R21_移液孔位,svg-slide-r21-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
949,界面控件,R21_移液液量,svg-slide-r21-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
950,界面控件,R21_控制针,svg-slide-r21-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
951,界面控件,R22_条码ROI面板,svg-slide-r22-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
952,界面控件,R22_ROI Left,svg-slide-r22-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
953,界面控件,R22_ROI Top,svg-slide-r22-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
954,界面控件,R22_ROI Width,svg-slide-r22-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
955,界面控件,R22_ROI Height,svg-slide-r22-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
956,界面控件,R22_孔位Z参数面板,svg-slide-r22-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
957,界面控件,R22_液体类型,svg-slide-r22-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
958,界面控件,R22_Z-Travel安全移动高度,svg-slide-r22-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
959,界面控件,R22_Z-Start探液高度,svg-slide-r22-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
960,界面控件,R22_Z-End针尖最大下降深度,svg-slide-r22-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
961,界面控件,R22_Z-Dispens吸液/排液高度,svg-slide-r22-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
962,界面控件,R22_通道移液面板,svg-slide-r22-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
963,界面控件,R22_移液孔位,svg-slide-r22-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
964,界面控件,R22_移液液量,svg-slide-r22-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
965,界面控件,R22_控制针,svg-slide-r22-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
966,界面控件,R23_条码ROI面板,svg-slide-r23-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
967,界面控件,R23_ROI Left,svg-slide-r23-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
968,界面控件,R23_ROI Top,svg-slide-r23-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
969,界面控件,R23_ROI Width,svg-slide-r23-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
970,界面控件,R23_ROI Height,svg-slide-r23-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
971,界面控件,R23_孔位Z参数面板,svg-slide-r23-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
972,界面控件,R23_液体类型,svg-slide-r23-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
973,界面控件,R23_Z-Travel安全移动高度,svg-slide-r23-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
974,界面控件,R23_Z-Start探液高度,svg-slide-r23-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
975,界面控件,R23_Z-End针尖最大下降深度,svg-slide-r23-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
976,界面控件,R23_Z-Dispens吸液/排液高度,svg-slide-r23-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
977,界面控件,R23_通道移液面板,svg-slide-r23-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
978,界面控件,R23_移液孔位,svg-slide-r23-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
979,界面控件,R23_移液液量,svg-slide-r23-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
980,界面控件,R23_控制针,svg-slide-r23-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
981,界面控件,R24_条码ROI面板,svg-slide-r24-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
982,界面控件,R24_ROI Left,svg-slide-r24-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
983,界面控件,R24_ROI Top,svg-slide-r24-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
984,界面控件,R24_ROI Width,svg-slide-r24-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
985,界面控件,R24_ROI Height,svg-slide-r24-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
986,界面控件,R24_孔位Z参数面板,svg-slide-r24-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
987,界面控件,R24_液体类型,svg-slide-r24-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
988,界面控件,R24_Z-Travel安全移动高度,svg-slide-r24-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
989,界面控件,R24_Z-Start探液高度,svg-slide-r24-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
990,界面控件,R24_Z-End针尖最大下降深度,svg-slide-r24-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
991,界面控件,R24_Z-Dispens吸液/排液高度,svg-slide-r24-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
992,界面控件,R24_通道移液面板,svg-slide-r24-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
993,界面控件,R24_移液孔位,svg-slide-r24-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
994,界面控件,R24_移液液量,svg-slide-r24-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
995,界面控件,R24_控制针,svg-slide-r24-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
996,界面控件,R31_条码ROI面板,svg-slide-r31-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
997,界面控件,R31_ROI Left,svg-slide-r31-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
998,界面控件,R31_ROI Top,svg-slide-r31-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
999,界面控件,R31_ROI Width,svg-slide-r31-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1000,界面控件,R31_ROI Height,svg-slide-r31-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1001,界面控件,R31_孔位Z参数面板,svg-slide-r31-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1002,界面控件,R31_液体类型,svg-slide-r31-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1003,界面控件,R31_Z-Travel安全移动高度,svg-slide-r31-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1004,界面控件,R31_Z-Start探液高度,svg-slide-r31-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1005,界面控件,R31_Z-End针尖最大下降深度,svg-slide-r31-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1006,界面控件,R31_Z-Dispens吸液/排液高度,svg-slide-r31-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1007,界面控件,R31_通道移液面板,svg-slide-r31-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1008,界面控件,R31_移液孔位,svg-slide-r31-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1009,界面控件,R31_移液液量,svg-slide-r31-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1010,界面控件,R31_控制针,svg-slide-r31-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1011,界面控件,R32_条码ROI面板,svg-slide-r32-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1012,界面控件,R32_ROI Left,svg-slide-r32-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1013,界面控件,R32_ROI Top,svg-slide-r32-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1014,界面控件,R32_ROI Width,svg-slide-r32-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1015,界面控件,R32_ROI Height,svg-slide-r32-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1016,界面控件,R32_孔位Z参数面板,svg-slide-r32-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1017,界面控件,R32_液体类型,svg-slide-r32-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1018,界面控件,R32_Z-Travel安全移动高度,svg-slide-r32-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1019,界面控件,R32_Z-Start探液高度,svg-slide-r32-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1020,界面控件,R32_Z-End针尖最大下降深度,svg-slide-r32-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1021,界面控件,R32_Z-Dispens吸液/排液高度,svg-slide-r32-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1022,界面控件,R32_通道移液面板,svg-slide-r32-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1023,界面控件,R32_移液孔位,svg-slide-r32-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1024,界面控件,R32_移液液量,svg-slide-r32-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1025,界面控件,R32_控制针,svg-slide-r32-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1026,界面控件,R33_条码ROI面板,svg-slide-r33-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1027,界面控件,R33_ROI Left,svg-slide-r33-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1028,界面控件,R33_ROI Top,svg-slide-r33-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1029,界面控件,R33_ROI Width,svg-slide-r33-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1030,界面控件,R33_ROI Height,svg-slide-r33-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1031,界面控件,R33_孔位Z参数面板,svg-slide-r33-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1032,界面控件,R33_液体类型,svg-slide-r33-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1033,界面控件,R33_Z-Travel安全移动高度,svg-slide-r33-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1034,界面控件,R33_Z-Start探液高度,svg-slide-r33-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1035,界面控件,R33_Z-End针尖最大下降深度,svg-slide-r33-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1036,界面控件,R33_Z-Dispens吸液/排液高度,svg-slide-r33-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1037,界面控件,R33_通道移液面板,svg-slide-r33-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1038,界面控件,R33_移液孔位,svg-slide-r33-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1039,界面控件,R33_移液液量,svg-slide-r33-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1040,界面控件,R33_控制针,svg-slide-r33-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1041,界面控件,R34_条码ROI面板,svg-slide-r34-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1042,界面控件,R34_ROI Left,svg-slide-r34-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1043,界面控件,R34_ROI Top,svg-slide-r34-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1044,界面控件,R34_ROI Width,svg-slide-r34-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1045,界面控件,R34_ROI Height,svg-slide-r34-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1046,界面控件,R34_孔位Z参数面板,svg-slide-r34-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
1047,界面控件,R34_液体类型,svg-slide-r34-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1048,界面控件,R34_Z-Travel安全移动高度,svg-slide-r34-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1049,界面控件,R34_Z-Start探液高度,svg-slide-r34-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1050,界面控件,R34_Z-End针尖最大下降深度,svg-slide-r34-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1051,界面控件,R34_Z-Dispens吸液/排液高度,svg-slide-r34-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
1052,界面控件,R34_通道移液面板,svg-slide-r34-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
1053,界面控件,R34_移液孔位,svg-slide-r34-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1054,界面控件,R34_移液液量,svg-slide-r34-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1055,界面控件,R34_控制针,svg-slide-r34-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
1056,界面控件,R41_条码ROI面板,svg-slide-r41-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
1057,界面控件,R41_ROI Left,svg-slide-r41-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1058,界面控件,R41_ROI Top,svg-slide-r41-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1059,界面控件,R41_ROI Width,svg-slide-r41-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1060,界面控件,R41_ROI Height,svg-slide-r41-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
1061,界面控件,R41_孔位Z参数面板,svg-slide-r41-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
